(289164.1, -73.95, -0.34)
(289188.2, -73.95, -0.34)
(289212.2, -73.95, -0.34)
(289236.1, -73.95, -0.34)
(289260.1, -73.95, -0.34)
(289284.1, -73.95, -0.34)
(289308.1, -73.95, -0.34)
(289332.1, -73.95, -0.34)
(289356.1, -73.95, -0.34)
(289380.1, -73.95, -0.34)
(289404.2, -73.95, -0.34)
(289428.1, -73.95, -0.34)
(289452.1, -73.95, -0.34)
(289476.1, -73.95, -0.34)
(289500.1, -73.95, -0.34)
(289524.1, -73.95, -0.34)
(289548.1, -73.95, -0.34)
(289572.1, -73.95, -0.34)
(289596.2, -73.95, -0.34)
(289620.1, -73.95, -0.34)
(289644.1, -73.95, -0.34)
(289668.1, -73.94, -0.34)
(289692.1, -73.95, -0.34)
(289716.1, -73.95, -0.35)
(289740.1, -73.95, -0.35)
(289756.1, -73.95, -0.35)
(289780.1, -73.95, -0.35)
(289804.1, -73.95, -0.35)
(289828.1, -73.95, -0.35)
(289852.1, -73.95, -0.35)
(289876.2, -73.95, -0.35)
(289900.1, -73.95, -0.35)
(289924.1, -73.95, -0.35)
(289948.1, -73.95, -0.35)
(289972.1, -73.95, -0.35)
(289996.1, -73.95, -0.35)
(290020.1, -73.95, -0.35)
(290044.1, -73.94, -0.35)
(290068.1, -73.95, -0.35)
(290092.1, -73.94, -0.35)
(290116.1, -73.95, -0.35)
(290140.1, -73.95, -0.35)
(290164.1, -73.94, -0.35)
(290188.1, -73.95, -0.35)
(290212.1, -73.95, -0.35)
(290236.1, -73.95, -0.35)
(290260.1, -73.95, -0.36)
(290284.1, -73.95, -0.36)
(290308.1, -73.95, -0.36)
(290332.1, -73.95, -0.36)
(290356.1, -73.95, -0.36)
(290380.1, -73.95, -0.36)
(290404.1, -73.95, -0.36)
(290428.1, -73.95, -0.36)
(290452.1, -73.95, -0.36)
(290476.1, -73.95, -0.36)
(290500.1, -73.95, -0.36)
(290524.1, -73.96, -0.36)
(290548.1, -73.95, -0.36)
(290572.1, -73.95, -0.36)
(290596.1, -73.95, -0.36)
(290620.1, -73.95, -0.36)
(290644.1, -73.95, -0.36)
(290660.1, -73.95, -0.36)
(290684.1, -73.95, -0.36)
(290708.1, -73.95, -0.36)
(290732.1, -73.95, -0.36)
(290756.1, -73.95, -0.36)
(290780.1, -73.95, -0.36)
(290804.1, -73.95, -0.36)
(290828.1, -73.95, -0.36)
(290852.1, -73.95, -0.35)
(290876.1, -73.95, -0.35)
(290900.1, -73.95, -0.35)
(290916.1, -73.95, -0.35)
(290940.1, -73.95, -0.35)
(290964.1, -73.95, -0.35)
(290988.1, -73.95, -0.35)
(291012.1, -73.95, -0.35)
(291036.1, -73.95, -0.35)
(291060.1, -73.95, -0.35)
(291084.1, -73.95, -0.35)
(291108.1, -73.94, -0.35)
(291132.1, -73.94, -0.35)
(291156.1, -73.95, -0.35)
(291180.1, -73.94, -0.35)
(291204.1, -73.94, -0.35)
(291228.1, -73.95, -0.35)
(291252.1, -73.95, -0.35)
(291276.1, -73.95, -0.36)
(291300.1, -73.95, -0.36)
(291324.1, -73.95, -0.36)
(291348.1, -73.95, -0.36)
(291372.1, -73.95, -0.36)
(291396.1, -73.95, -0.36)
(291420.1, -73.95, -0.36)
(291444.1, -73.95, -0.36)
(291468.1, -73.95, -0.36)
(291492.1, -73.95, -0.36)
(291516.1, -73.95, -0.36)
(291540.1, -73.95, -0.36)
(291564.1, -73.95, -0.36)
(291588.1, -73.95, -0.36)
(291612.1, -73.95, -0.36)
(291636.1, -73.95, -0.36)
(291660.1, -73.96, -0.36)
(291684.0, -73.96, -0.36)
(291708.1, -73.95, -0.36)
(291732.1, -73.95, -0.36)
(291756.1, -73.96, -0.36)
(291780.1, -73.95, -0.36)
(291804.0, -73.95, -0.36)
